# QCD kinetic-theory energy attractor from DOI:10.4119/unibi/2939684
# Reproduces the QCD lambda=10 curve in data/figure1.py (C_infinity=0.87 label)
# Source paper: arXiv:1908.02866; cited by arXiv:2509.19430
# late_time_fit_normalization = 2.138836912706768
# omega	E_omega
0.188046319259	0.523229752649
0.193159570304	0.528226294946
0.198413284372	0.533242250753
0.203833359564	0.538297025378
0.209360306621	0.543330619202
0.21505825066	0.548397422804
0.220905813855	0.553473387684
0.226889737296	0.558543297911
0.233047109535	0.563632591393
0.239357094568	0.56872028376
0.245858878077	0.573833622861
0.252516578199	0.578937942406
0.259349528102	0.584045543895
0.266338910325	0.589136142017
0.273537928734	0.594244036696
0.280924547887	0.599349519368
0.288523450468	0.604463140299
0.296282665868	0.609546662613
0.304269378742	0.614639885625
0.31246846864	0.619726835035
0.320874785102	0.624801003387
0.329481873295	0.629854351698
0.338333011427	0.634906332934
0.347406082415	0.639941274731
0.356732301734	0.644970343886
0.366258472525	0.649962389378
0.376086509978	0.654966435975
0.386134843652	0.659934331469
0.396430959237	0.664877178304
0.407020896269	0.669811842939
0.417890236059	0.674726640626
0.429025903873	0.679613397988
0.440459693301	0.684480177971
0.452179909707	0.689317865665
0.464201019799	0.694130429239
0.476528284966	0.698913830828
0.489161169072	0.703665141827
0.502151175601	0.708400515944
0.515463197908	0.71310105047
0.529112060389	0.717768791485
0.543111433384	0.722405060234
0.557455791707	0.727004820878
0.572156535397	0.731567538477
0.587277372098	0.736111075114
0.60274155186	0.740606040885
0.618652772505	0.745080734864
0.634912428652	0.749504045431
0.651627645911	0.753900082412
0.668747120554	0.758251317723
0.686330627983	0.76257111698
0.704313743702	0.76684046146
0.722739873346	0.771066584823
0.741712509368	0.775268696167
0.761120188399	0.77941868257
0.781008320608	0.783525305829
0.801410989857	0.787590025199
0.82231477956	0.791607783914
0.843803399565	0.795592532249
0.865768297926	0.799519785945
0.888312351714	0.80340752678
0.911449438535	0.807252473184
0.935140706357	0.811048097914
0.959425998968	0.814795336635
0.984342632596	0.818497972547
1.0098938139	0.822153060426
1.03605462812	0.82575611278
1.06294414628	0.829320545542
1.09043020338	0.83282300631
1.11867861834	0.836285249338
1.14757577001	0.839691005004
1.17720644286	0.843047239188
1.20754338063	0.846348396408
1.23868736874	0.84960528823
1.27065710707	0.852812292748
1.30331501137	0.85595835802
1.3369478369	0.859067067275
1.37122073511	0.862109570857
1.40644501406	0.865106275011
1.4426299683	0.868060194269
1.47957941753	0.870950149368
1.51750357931	0.873798905925
1.55636524867	0.876590895721
1.59621700705	0.879335026576
1.63714618289	0.882035359024
1.67903260775	0.884681794862
1.72188342205	0.887270362311
1.76585429459	0.889815145659
1.81088320654	0.892308890377
1.85711565706	0.894758850269
1.90438127765	0.897150351943
1.95287559296	0.899500993414
2.00271404475	0.901807999547
2.05355371905	0.904057639031
2.10586974758	0.906270299624
2.15934784966	0.908430828508
2.21414757867	0.910550093364
2.27039674599	0.91262644238
2.32804005848	0.9146567016
2.38715403905	0.916649228928
2.44752886179	0.918587950607
2.5095319934	0.920489233165
2.57314634091	0.922354845375
2.63816001861	0.924172228121
2.7049027336	0.925951888443
2.77329214307	0.927690764762
2.84350279779	0.929393367006
2.91523246425	0.931052990526
2.98892145256	0.932681165088
3.06422649153	0.934267788927
3.14164563011	0.935821523418
3.22069910705	0.937334220596
3.30189498656	0.938817545312
3.38510024949	0.940265816651
3.47044392124	0.941681759352
3.55784977391	0.943063277223
3.64729023759	0.944412020227
3.73904041042	0.945730786299
3.83315293079	0.947019541651
3.92948026656	0.948276842185
4.02834234975	0.94950835992
4.12943097891	0.950706606224
4.23319909899	0.951877671004
4.33950248722	0.953022272358
4.44858969748	0.954139680311
4.56021010208	0.955233677319
4.67456276266	0.95629875147
4.79171592298	0.957341483417
4.91202510598	0.958358417518
5.03514142241	0.959349394634
5.1612728584	0.960314765447
5.29050773513	0.961257298131
5.42325837802	0.962178619521
5.55890683944	0.963076038616
5.69803865521	0.963952878597
5.84063739896	0.964810691955
5.98679230573	0.965648061857
6.13679959592	0.966465549909
6.2900796486	0.967260305707
